IndicatorID,Indicator,Definition,Rationale,Data source,Indicator production,Indicator source,Methodology,Standard population/values,Confidence interval details,Source of numerator,Definition of numerator,Source of denominator,Definition of denominator,Disclosure control,Caveats,Copyright,Data re-use,Links,Indicator number,Notes,Frequency,Rounding,Data quality,Indicator Content,Specific rationale,Unit,Value type,Year type,Polarity
91223,OST005: Patients (75+ yrs) with a fragility fracture treated with bone-sparing agent (den.incl.exc.),"The percentage of patients aged 75 or over with a record of a fragility fracture on or after 1 April 2014, who are currently treated with an appropriate bone-sparing agent. NICE ID: NM31","This indicator does not require that in people aged over 75 with a fragility fracture a diagnosis of osteoporosis confirmed by DXA scan is made. But it is recommended clinical practice that this group should be considered for a DXA scan. NICE recommends that a diagnosis of osteoporosis may be assumed in women aged 75 years and over with a fragility fracture if the responsible clinician considers a DXA scan to be clinically inappropriate or unfeasible197. SIGN recommends that in frail elderly women (aged 80 years and over) a DXA scan would be a prerequisite to establish that BMD is sufficiently low before starting treatment with bone-sparing agents (bisphosphonates), unless the patient has suffered multiple vertebral fractures.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,"Patients aged 75 or over on the osteoporosis register with a fragility fracture on or after 1 April 2014, who are currently treated with a bone-sparing agent. Patients are considered to be ‘currently treated’ if they have had a prescription for a bone-sparing agent in the last six months of the QOF year.",NA,Number of patients aged 75 or over on the osteoporosis register (including exceptions),NA,NA,NA,NA,NA,NA,This indicator is a direct successor of indicator OST003 and OST3Nice Id: NM31,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91224,STIA008: New patients referred for further investigation (den.incl.exc.),The percentage of patients with a stroke or TIA (diagnosed on or after 1 April 2014) who have a record of a referral for further investigation between 3 months before or 1 month after the date of the latest recorded stroke or the first TIA.,NA,QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients with a stroke or TIA (diagnosed on or after 1 April 2014) who have a record of a referral for further investigation between 3 months before or 1 month after the date of the latest recorded stroke or first TIA.,NA,Total number of patients on the stroke or TIA register (including exceptions),NA,NA,NA,NA,NA,NA,This indicator is the direct successor of indicators: STIA002 (2013/14) and STROKE13 which had slightly different definitions.,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91225,PAD002: last blood pressure reading (last 12 mnths) <=150/90 mmHg (den.incl.exc.),"The percentage of patients with peripheral arterial disease in whom the last blood pressure reading (measured in the preceding 12 months) is 150/90 mmHg or less, NICE menu ID: NM34","Most cases of PAD are managed in primary care. The focus of treatment is on the cardiovascular complications of atherosclerosis (that is, managing cardiovascular risk factors such as high blood pressure).
Two small UK studies assessing clinical risk management based on the medical records of patients with PAD suggest that these patients have poor hypertension control, use low levels of statin and antiplatelet therapy, and receive low levels of smoking cessation advice. This indicator addresses the issue of blood pressure control. The SIGN guideline on the diagnosis and management of PAD recommends that hypertensive patients with PAD should receive treatment to reduce their blood pressure. The guideline developers noted that treatment of PAD has often been considered difficult because of concerns that antihypertensive drugs, especially beta blockers, may have adverse effects on PAD (for example, possible drug-induced peripheral vasoconstriction leading to further ischaemia in the leg). The developers did not find any strong evidence to suggest that beta-blockers should not be used in the presence of PAD, although no study was sufficiently large to demonstrate an absence of adverse events with certainty.
Recommendation 2.6 in the SIGN guideline does not specify a target blood pressure in patients with PAD. However, the guideline developers considered that 140/90 mmHg is a desirable upper limit and that around one third to one half of patients with PAD would be considered hypertensive above this level. The NICE clinical guideline on Hypertension (2011) sets blood pressure thresholds for the initiation of drug treatment of hypertension and these are outlined in the rationale for the hypertension domain. All patients aged under 80 years with CVD and stage 1 hypertension (clinic blood pressure is 140/90 mmHg or higher and subsequent ambulatory blood pressure monitoring (ABPM) daytime average or home blood pressure monitoring (HBPM) average blood pressure is 135/85 or higher) are recommended drug therapy for hypertension. The NICE clinical guideline on Hypertension (2011) recommends a target clinic blood pressure below 140/90 mmHg in patients aged under 80 years with treated hypertension and a clinic blood pressure below 150/90 mmHg in patients aged 80 years and over, with a treated hypertension. For the purpose of QOF, a measurement of 150/90 has been adopted. Health economic modelling of PAD and the costs and consequences of treating high blood pressure over a patient’s lifetime suggests that this treatment is a cost effective use of NHS resources.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients with peripheral arterial disease in whom the last blood pressure reading (measured in the preceding 12 months) is 150/90 mmHg or less,NA,Total number of patients on the PAD register (including exceptions),NA,NA,NA,NA,NA,NA,"Difference to pre-2013/14 indicator (PAD3): denominator now includes exceptions. Timeframe change from previous 15 months to 12 months.
NICE 2011 menu ID: NM34",NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91228,PAD004: record of aspirin being taken (last 12 mnth) (den.incl.exc.),The percentage of patients with peripheral arterial disease with a record in the preceding 12 months that aspirin or an alternative anti-platelet is being taken,"Most cases of PAD are managed in primary care. The focus of management is on the secondary prevention of cardiovascular disease. It is important to reduce the cardiovascular complications of atherosclerosis through appropriate cardiovascular risk factor management. Two small UK studies assessing clinical risk management based on the medical records of patients with PAD suggest that these patients have poor hypertension control, use low levels of statin and antiplatelet therapy, and receive low levels of smoking cessation advice. This indicator addresses the issue of prescribing antiplatelet therapy.
The SIGN clinical guideline on PAD states that antiplatelet therapy is recommended for patients with symptomatic PAD.
The Antithrombotic Trialists’ Collaboration meta-analysis showed a 23 per cent reduction in serious vascular events in a subgroup of 9214 people with PAD who were treated with antiplatelet drugs. Similar results were found in a second systematic review of the effects of antiplatelet therapy in patients with PAD. When comparing the effects of different antiplatelet drugs, the Antithrombotic Trialists’ Collaboration found no evidence statistically significant differences between anti-platelets.
NICE has published technology appraisal guidance on the use of clopidogrel and modifiedrelease dipyridamole to prevent occlusive vascular events (ischaemic stroke, TIA and MI). It recommends clopidogrel as an option to prevent occlusive vascular events in patients who have established PAD.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,"Patients on the peripheral arterial disease register with a record in the preceding 12 months that aspirin or an alternative anti-platelet is being taken, NICE menu ID: NM33",NA,Total number of patients on the PAD register (including exceptions),NA,NA,NA,NA,NA,NA,"Difference to pre-2013/14 indicator (PAD2): denominator now includes exceptions. Timeframe change from previous 15 months to 12 months.
Nice Id: NM33",NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91229,STIA009: Influenza immunisation given 1 Aug-31 Mar (den.incl.exc.),The percentage of patients with TIA or stroke who have had influenza immunisation in the preceding 1 August to 31 March.,"While there have been no randomised controlled trials (RCTs) looking at the impact of flu vaccination specifically in patients with a history of stroke or TIA, there is evidence from observation studies that flu vaccination reduces risk of stroke.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients with stroke or TIA who have had influenza immunisation in the preceding 1 August to 31 March.,NA,Total number of patients on the stroke or TIA register (including exceptions),NA,NA,NA,NA,NA,NA,This indicator is a direct successor of indicator STIA006 (2013/14) and STROKE10 which had slightly different definitions,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91230,"HF004: Heart failure w LVD: treatment w ACE inh. or ARB, and beta-blocker (den.incl.exc.)","In those patients with a current diagnosis of heart failure due to left ventricular systolic dysfunction who are currently treated with an ACE-I or ARB, the percentage of patients who are additionally currently treated with a beta-blocker licensed for heart failure","The evidence base for treating HF due to LVD with beta-blockers is strong, with a 34% reduction in major endpoints of beta-blockers on top of ACE-I compared to placebo, and is a standard recommendation in all HF guidelines including NICE.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,"Patients with a current diagnosis of heart failure due to left ventricular systolic dysfunction who are currently treated with an ACE-I or ARB, and who are additionally currently treated with a beta-blocker licensed for heart failure",NA,Patients on the disease register with a current diagnosis of heart failure due to Left Ventricular Dystrophy,NA,NA,NA,NA,NA,NA,Difference to pre-2013/14 indicator (HF4): denominator now includes exceptions.,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91238,DM014:  Newly diagnosed patients w. diabetes referred to education programme within 9 mths (den.incl.exc.),"The percentage of patients newly diagnosed with diabetes, on the register, in the preceding 1 April to 31 March who have a record of being referred to a structured education programme within 9 months after entry on to the diabetes register; NICE ID: NM27",Weight control in overweight patients with diabetes is associated with improved glycaemic control. There is little evidence to dictate the frequency of recording but it is general clinical practice that BMI is assessed at least annually.,QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,"Patients newly diagnosed with diabetes, on the register, in the preceding 1 April to 31 March who have a record of being referred to a structured education programme within 9 months after entry on to the diabetes register.",NA,Total number of patients on the diabetes register (including exceptions),NA,NA,NA,NA,NA,NA,NICE ID: NM27,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91241,COPD005: Patients w. MRC dyspnoea score >=3 w.oxygen saturation value (last 12mths) (den.incl.exc.),"The percentage of patients with COPD and Medical Research Council dyspnoea grade ≥3 at any time in the preceding 12 months, with a record of oxygen saturation value within the preceding 12 months, NICE menu ID: NM63","COPD is increasingly recognised as a treatable disease with large improvements in symptoms, health status, exacerbation rates and even mortality if managed appropriately.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,"Patients with COPD and Medical Research Council dyspnoea grade ≥3 at any time in the preceding 12 months, with a record of oxygen saturation value within the preceding 12 months.",NA,The number of patients on the COPD register (exceptions excluded).,NA,NA,NA,NA,NA,NA,New QOF indicator for 2013/14NICE ID: NM63,NA,NA,NA,NA,NA,%,Proportion,Financial,RAG - High is good
91243,Primary care reviews of depression: % of new depression cases,"The percentage of patients aged 18 or over with a new diagnosis of depression in the preceding 1 April to 31 March, who have been reviewed not earlier than 10 days after and not later than 56 days after the date of diagnosis, NICE ID: NM50","The rationale for such follow-up measurement is derived from the recognition that depression is often a chronic disease, yet treatment is often episodic and short-lived.
If treatment with antidepressants is initiated, patients should be followed-up regularly for several months. The NICE clinical guideline 90 recommends that ‘for people started on antidepressants who are not considered to be at increased risk of suicide, normally see them after two weeks. See them regularly thereafter, for example at intervals of two to four weeks in the first three months and then at longer intervals if the response is good. ’Early cessation of treatment is associated with a greater risk of relapse.

The guideline also suggests that a person who has benefited from taking an antidepressant should continue medication for at least six months after remission of an episode of depression. However, one study showed that only up to one-third of patients prescribed antidepressants were still receiving medication at four to six months.

Analysis of the GP Research Database for the years 1993 to 2005 has confirmed this finding: more than half of patients treated with antidepressants for a new diagnosis of depression during those years received prescriptions for only one or two months of treatment, and that this pattern had not changed over the 13 year period.

If drug treatment is not started after the initial diagnosis, patients should in any case be reassessed to see whether their symptoms have resolved or worsened to the point where treatment becomes advisable.

Recent research into the use of severity measures has shown that patients whose GPs used the measures for follow-up in addition to initial assessment valued having repeated scores to help monitor their progress and assess the effectiveness of treatment. Most of the GPs interviewed for the same study believed that there was value in repeating the score as a way of monitoring patients’ progress.

The nine item Patient Health Questionnaire (PHQ-9) has been shown to be a responsive and reliable measure for gauging response to treatment in individual patient care.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,"Patients aged 18 or over with a new diagnosis of depression in the preceding 1 April to 31 March, who have been reviewed not earlier than 10 days after and not later than 56 days after the date of diagnosis.",NA,Patients on disease register (including exclusions) with a new diagnosis of depression and assessment of severity recorded between the preceding 1 April to 31 March,NA,NA,NA,NA,"Further indicators relating to primary care treatment of depression can be found on<a href=""http://fingertips.phe.org.uk/profile-group/mental-health/profile/common-mental-disorders"">Common Mental Health Disorders
This tool presents collated risk, prevalence, early intervention, assessment and treatment, outcomes and service costs data relating to people with common mental health disorders, including depression and anxiety disorders",NA,"This indicator is a direct successor of indicator DEP002 (2013/14) and DEP7. Definition change: previous time frame: 10 - 35 days
NICE ID: NM50",NA,NA,3,NA,NA,%,Proportion,Financial,RAG - High is good
91244,CAN003: review within 6 mths of diagnosis,"The percentage of patients with cancer, diagnosed within the preceding 15 months, who have a patient review recorded as occurring within 6 months of the date of diagnosis. NICE ID: NM62","Most practices will see patients with a new cancer diagnosis following assessment and management in a secondary or tertiary care setting. Whilst the indicator suggests that this should occur within six months of receiving confirmation of the diagnosis, good practice would suggest that a review should occur between three to six months.

A cancer review is an opportunity to cover the following issues:

the patient’s individual health and support needs (this will vary with e.g. the diagnosis, staging, age and pre-morbid health of the patient and their social support networks)
the co-ordination of care between sectors.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,"The percentage of patients with cancer, diagnosed within the preceding 15 months, who have a patient review recorded as occurring within 6 months of the date of diagnosis.",NA,"Patients on the cancer register, diagnosed within the last 15 months",NA,NA,NA,NA,http://www.scotland.gov.uk/Publications/2008/10/24140351/0,NA,This indicator is a direct successor of indicator CAN002 (2013/14) and CANCER3 which had slightly different definitions.NICE ID: NM62,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91245,RA002: Patients with rheumatoid arthritis who had a face-to-face review (last 12 mnths) (den.incl.exc.),"The percentage of patients with rheumatoid arthritis, on the register, who have had a face-to-face review in the preceding 12 months, NICE ID: NM58",NA,QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,"Patients with rheumatoid arthritis, on the register, who have had a face-to-face review in the preceding 12 months",NA,Patients on the rheumatoid arthritis register (including exceptions),NA,NA,NA,NA,NA,NA,New QOF indicator for 2013/14NICE ID: NM58,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91248,"CVD-PP001: new hypertension patients, age 30-74, with CV risk assessment >=20% treated w. statins (den.incl.exc.)","In those patients aged 30 to 74, with a new diagnosis of hypertension (recorded between the preceding 1 April to 31 March) and excluding those with pre-existing CHD, diabetes, stroke and/or TIA), who have a recorded CVD risk assessment score (using an assessment tool agreed with NHS England) of ≥20% in the preceding 12 months: the percentage who are currently treated with statins, NICE 2011 menu ID: NM26","Primary prevention of CVD requires that patients at risk are identified before disease has become established. Risk assessment in those likely to be at high risk of CVD (for example, people with hypertension) requires the use of a validated assessment tool that scores a range of modifiable and non-modifiable risk factors for CVD. See pages 37 - 40 of the   http://www.nhsemployers.org/Aboutus/Publications/Documents/QOF_2012-13.pdf",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,"Patients with a new diagnosis of hypertension (30-74yrs), recorded between the preceding 1 April to 31 March (excluding those with pre-existing CHD, diabetes, stroke and/or TIA), who have a recorded CVD risk assessment score (using an assessment tool agreed with the NHS CB) of ≥20% in the preceding 12 months and are currently treated with statins",NA,"Patients with a new diagnosis of hypertension (excluding those with pre-existing CHD, diabetes, stroke and/or TIA) recorded between the preceding 1 April to 31 March",NA,NA,NA,NA,NA,NA,New QOF indicator for 2013/14NICE 2011 menu ID: NM26,NA,NA,NA,NA,NA,%,Proportion,Financial,RAG - High is good
91256,Exception rate for COPD indicators,"The effective exception rate for COPD indicators, defined as the sum of exceptions as a proportion of the sum of exceptions and denominators for indicators in the COPD group.","Exception reporting was introduced into the Quality and Outcomes Framework in order to allow practices to pursue the quality improvement agenda and not be penalised, where, for example, patients do not attend for review, or where a medication cannot be prescribed due to a contraindication or side-effect. For more information please see the  https://files.digital.nhs.uk/66/854B8C/qof-1718-anx3-dq-faq.pdf",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",100* Sum of (Indicator Exceptions) / Sum of (Indicator Exceptions + Indicator Denominator),NA,NA,NA,"Sum of exceptions for QOF indicators COPD002, COPD003, COPD004, COPD005 and COPD007 (2014/15 renamed from COPD006)",NA,"Sum of exceptions plus denominatorsfor QOF indicators COPD002, COPD003, COPD004, COPD005 and COPD007 (2014/15 renamed from COPD006)",NA,"Numbers of exceptions and the sum of the denominators refer to patient records associated with indicators, not individual patients. Individual patients can occur in more than one indicator group, and can occur more than once in any specific indicator group when associated with more than one indicator.

Care should be taken not to draw false inferences from headline figures of exception rates calculated at practice level. For example, rates which appear to be very high (especially at individual indicator level) may simply be a function of very small numbers of patients. Similarly, very low (or zero) rates at indicator level could also result from very small numbers of patients.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,RAG - Low is good
91260,Exception rate for the cervical screening indicator,"The effective exception rate for the cervical screening indicator, defined as the exceptions as a proportion of the sum of exceptions and denominators.

Exceptions relate to patients who would ordinarily be included in the indicator denominator. However they are excepted from the indicator denominator because they meet at least one of the GMS contract Statement of Financial Entitlements (SFE) exception criteria, which are listed in the QOF Technical Annex","Exception reporting was introduced into the Quality and Outcomes Framework in order to allow practices to pursue the quality improvement agenda and not be penalised, where, for example, patients do not attend for review, or where a medication cannot be prescribed due to a contraindication or side-effect. For more information please see the  https://files.digital.nhs.uk/66/854B8C/qof-1718-anx3-dq-faq.pdf",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",100* Sum of (Indicator Exceptions) / Sum of (Indicator Exceptions + Indicator Denominator),NA,NA,NA,Exceptions for QOF indicator CS002,NA,Exceptions plus denominators for QOF indicator CS002,NA,"Care should be taken not to draw false inferences from headline figures of exception rates calculated at practice level. For example, rates which appear to be very high (especially at individual indicator level) may simply be a function of very small numbers of patients. Similarly, very low (or zero) rates at indicator level could also result from very small numbers of patients.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91261,"CS002: Women, aged 25-64, with a record of cervical screening (last 5 yrs)","Women, aged 25-64, with a record of cervical screening (last 5 yrs)",NA,QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,QOF,The number of women aged 25 - 64 whose notes record that a cervical screening test has been performed in the preceding 5 years,Total number of female patients aged 25 - 64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91262,"BP002: Patients, aged 45+, who have a record of blood pressure (last 5yrs)","The percentage of patients aged 45 or over, who have a record of a blood pressure in the preceding 5 years",NA,QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,NA,Patients aged 45+ with a recorded blood pressure in the last 5 years,NA,Estimated number of patients on the practice list aged 45+,NA,NA,NA,NA,NA,NA,NICE ID NM61,NA,NA,NA,NA,NA,%,Proportion,Financial,RAG - High is good
91267,Exception rate for osteoporosis (OST) indicators,"The effective exception rate for OST indicators, defined as the sum of exceptions as a proportion of the sum of exception and denominators for indicators OST002 and OST005.
Exceptions relate to patients who are on the disease register, and who would ordinarily be included in the indicator denominator. However they are excepted from the indicator denominator because they meet at least one of the GMS contract Statement of Financial Entitlements (SFE) exception criteria, which are listed in the QOF Technical Annex","Exception reporting was introduced into the Quality and Outcomes Framework in order to allow practices to pursue the quality improvement agenda and not be penalised, where, for example, patients do not attend for review, or where a medication cannot be prescribed due to a contraindication or side-effect. For more information please see the  https://files.digital.nhs.uk/66/854B8C/qof-1718-anx3-dq-faq.pdf",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",100* Sum of (Indicator Exceptions) / Sum of (Indicator Exceptions + Indicator Denominator),NA,NA,NA,Sum of exceptions for QOF indicators OST002 and OST005,NA,Sum of exceptions plus denominators for QOF indicators OST002 and OST005,NA,"Numbers of exceptions and the sum of the denominators refer to patient records associated with indicators, not individual patients. Individual patients can occur in more than one indicator group, and can occur more than once in any specific indicator group when associated with more than one indicator.

Care should be taken not to draw false inferences from headline figures of exception rates calculated at practice level. For example, rates which appear to be very high (especially at individual indicator level) may simply be a function of very small numbers of patients. Similarly, very low (or zero) rates at indicator level could also result from very small numbers of patients.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91268,Exception rate for the BP indicator,"The effective exception rate for the blood pressure indicator, defined as the exceptions as a proportion of the sum of exception and denominator.
Exceptions relate to patients who would ordinarily be included in the indicator denominator. However they are excepted from the indicator denominator because they meet at least one of the GMS contract Statement of Financial Entitlements (SFE) exception criteria, which are listed in the QOF Technical Annex","Exception reporting was introduced into the Quality and Outcomes Framework in order to allow practices to pursue the quality improvement agenda and not be penalised, where, for example, patients do not attend for review, or where a medication cannot be prescribed due to a contraindication or side-effect. For more information please see the  https://files.digital.nhs.uk/66/854B8C/qof-1718-anx3-dq-faq.pdf",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",100* Sum of (Indicator Exceptions) / Sum of (Indicator Exceptions + Indicator Denominator),NA,NA,NA,Exceptions for QOF indicator BP002,NA,Exceptions plus denominators for QOF indicator BP002,NA,"Care should be taken not to draw false inferences from headline figures of exception rates calculated at practice level. For example, rates which appear to be very high (especially at individual indicator level) may simply be a function of very small numbers of patients. Similarly, very low (or zero) rates at indicator level could also result from very small numbers of patients.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Proportion,Financial,BOB - Blue orange blue
91269,Rheumatoid Arthritis: QOF prevalence (16+),"The percentage of patients with rheumatoid arthritis, as recorded on practice disease registers.","Rheumatoid arthritis is an inflammatory disease which largely affects synovial joints, which are lined with a specialised tissue called synovium. It typically affects the small joints of the hands and the feet, and usually both sides equally and symmetrically, although any synovial joint can be affected. It is a systemic disease and so can affect the whole body, including the heart, lungs and eyes. Early identification of recent onset rheumatoid arthritis is important because long term outcomes are improved if disease modifying antirheumatic drugs (DMARDs) treatment is started within 3 months of the onset of symptoms.","Quality Outcomes Framework (QOF), NHS Digital","Local Authority data was calculated by the Epidemiology and Surveillance, Public Health England","Quality Outcomes Framework (QOF), NHS Digital","The recorded rheumatoid arthritis prevalence is the estimated number of people with rheumatoid arthritis recorded on their practice register as a proportion of the practice list sizeaged 16 years or over, allocated to a local authority boundary using the postcode of the practice.",NA,NA,"Quality Outcomes Framework (QOF), NHS Digital",Number of patients with rheumatoid arthritis (16yrs+),"Quality Outcomes Framework (QOF), NHS Digital",The estimated number of patients aged 16yrs+ on the practice list.,NA,Where local authority data is shown we have collated data for all those patients registered at GP practices within a given local authority. This may mean in a limited number of cases a patient may live outside a local authority but still be counted as within the local authority as the GP practice they attend is registered as within the given local authority. The reverse is also true that a patient may live within a local authority but attend a GP practice outside the lcoal authority and may be missed from the count.,NA,NA,https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18,NA,NA,NA,NA,NA,NA,NA,%,Crude rate,Financial,RAG - Low is good
91280,Smoking: Recorded prevalence (aged 15+),"Number of people (aged 15+) who are recorded as current smokers on their GP practice register,as a percentage of people (aged 15+) registered at each GP practice.","The rationale for including this indicator in this profile is because the NICE Disability, dementia and frailty in later life – mid-life approaches to prevention publication recommends national organisations and local government departments that influence public health should continue to develop and support population-level initiatives to reduce the risk of dementia by making it easier for people to stop smoking (recommendation 1). https://www.nice.org.uk/guidance/ng16 The report recognises that mid-life is not the only time to make changes and that these issues such as smoking are important throughout life: the earlier healthy behaviours are adopted the more likely a person is to have more years free from illness, disability and frailty. The Blackfriars Consensus publication (2014) states that given the evidence that there may be a vascular component to many dementias; interventions to reduce vascular risk factors such as tobacco consumption should also help reduce the risk, progression and severity of dementia.  http://nhfshare.heartforum.org.uk/RMAssets/Reports/Blackfriars%20consensus%20%20_V18.pdf The ambition is to reduce the number of smokers which in turn could reduce the population risk of dementia.",QOF,NA,"Data for 2017/18 can be downloaded from  https://digital.nhs.uk/data-and-information/publications/statistical/quality-and-outcomes-framework-achievement-prevalence-and-exceptions-data/2017-18
For other data years please search on the  https://digital.nhs.uk",NA,NA,NA,QOF,Denominator of SMOK004 (= Number of patients (15+) who are recorded as current smokers),QOF,Estimated number of patients (15+),NA,"The percentage of patients who do not have their smoking status recorded varies from 40% to less than 1%, but the characteristics of these patients are not known. Recording of smoking status has been shown to vary between groups; women, older people and those with chronic conditions were more likely to have their smoking status recorded.
National surveys suggest that smoking rates are lower in these groups and therefore smoking prevalence from QOF may underestimate actual smoking prevalence. The implications of this will vary between practices, dependent on the proportion of these groups within their practice populations.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,%,Crude rate,Financial,RAG - Low is good
